name,address_street,address_suite,address_zip,inspection_date,inspection_score,inspection_type
SMASHBURGER # 1260,5319 E MOCKINGBIRD ST,120,75206,2013-12-14,85,routine
SUBWAY,5706 E MOCKINGBIRD LN,#110,75206,2013-12-14,88,routine
SUBWAY SANDWICHES,5500 GREENVILLE AVE,#212,75206,2013-12-14,81,routine
TACO CABANA #705,1827 GREENVILLE AVE,,75206,2013-12-14,84,routine
TEXADELPHIA #2,5500 GREENVILLE AVE,#600,75206,2013-12-14,84,routine
TRINITY HALL,5321 E MOCKINGBIRD LN,,75206,2013-12-14,75,routine
WALGREENS #06660,5742 E MOCKINGBIRD LN,,75206,2013-12-14,93,routine
KINGS CABARET,1602 N MARKET CENTER BLVD,,75207,2013-12-14,94,routine
7-ELEVEN,2607 N STEMMONS FRWY,,75207,2013-12-14,89,routine
LONGHORN BALLROOM,216 CORINTH ST,,75207,2013-12-14,97,routine
TACO CABANA,2635 N STEMMONS FRWY,,75207,2013-12-14,83,routine
THE ALAMO TEX-MEX,2701 N STEMMONS FRWY,,752072211,2013-12-14,75,routine
MIS CAZUELAS RESTAURANT,4933 COLUMBIA AVE,,75214,2013-12-14,84,routine
DOLLAR GENERAL #9369,11255 GARLAND RD,#200,75218,2013-12-14,90,routine
EL FENIX,255 CASA LINDA PLAZA,,75218,2013-12-14,90,routine
NORTENA MEAT MARKET,10718 GARLAND RD,,75218,2013-12-14,86,routine
STORE T -24 #2,9947 GARLAND RD,,75218,2013-12-14,94,routine
WALGREENS #06120,9937 GARLAND RD,,75218,2013-12-14,96,routine
MICHELADAS RESTAURANT,2828 WEBB CHAPEL EXT,,75220,2013-12-14,76,routine
FRUTTI PALETERA & REFRESQUERIA,2915 COMMUNITY DR,#103,75220,2013-12-14,81,routine
LA PANTERA NIGHT CLUB,10569 DENTON DR,,75220,2013-12-14,83,routine
LAS HAMACAS,10333 DENTON DR,#7,75220,2013-12-14,81,routine
LOS DELICIAS RESTAURANT,10817 DENTON DR,#B,75220,2013-12-14,80,routine
TAQUERIA EL DUENDE,9757 WEBB CHAPEL RD,#A,75220,2013-12-14,81,routine
TODOS AMIGOS,2915 COMMUNITY DR,# 101,75220,2013-12-14,84,routine
TORTERIA GUERRERO,3474 WEBB CHAPEL EXT,,75220,2013-12-14,83,routine
BIG TEXAS MOBILE FOOD SERVICE,4619 EAST GRAND AVE,,75223,2013-12-14,94,routine
EL AZ DE ORO MEXICAN RESTAURANT,5405 DOLPHIN RD,,75223,2013-12-14,83,routine
PALETERIA Y TAQUERIA TREBOL,4902 EAST GRAND AVE,,75223,2013-12-14,88,routine
TEAL'S BBQ,4858 EAST GRAND AVE,A,75223,2013-12-14,94,routine
WILLIE'S,1105 S BEACON ST,,75223,2013-12-14,91,routine
"WEISS ENTERPRISES, INC",1001 FIRST AVE,,75226,2013-12-14,94,routine
EL POLLOW COSTENO,10825 DENNIS RD,#103,75229,2013-12-14,67,routine
JAGUAR GOLD CLUB,11327 REEDER RD,200,75229,2013-12-14,82,routine
JR'S PIZZA RESTAURANT,11020 DENNIS DR,#A,75229,2013-12-14,82,routine
NOLLOWA BAR & GRILL,2560 ROYAL LN,#102,75229,2013-12-14,71,routine
SHELL GAS STATION,11237 HARRY HINES BLVD,,75229,2013-12-14,87,routine
SO KONG DONG,11181 DENTON DR,#108,75229,2013-12-14,80,routine
TACOS 4 YOU,11237 HARRY HINES BLVD,,75229,2013-12-14,86,routine
YOU CHON KOREAN RESTAURANT,2254 ROYAL LN,#100,75229,2013-12-14,84,routine
TACO BELL/ PIZZA HUT #371,8249 N STEMMONS FRWY,,75247,2013-12-14,91,routine
CVS PHARMACY #6776,5429 ROSS AVE,,75202,2013-12-15,81,routine
WOLFGANG PUCK LEVEL 16 COFFEE BAR,300 REUNION BLVD,,75202,2013-12-15,97,routine
FIESTA MART BAKERY,5334 ROSS AVE,,75204,2013-12-15,91,routine
FIESTA MART DELI,5334 ROSS AVE,,75204,2013-12-15,94,routine
FIESTA MART GROCERY,5334 ROSS AVE,,75204,2013-12-15,87,routine
FIESTA MART KIOSK,5334 ROSS AVE,,75204,2013-12-15,100,routine
FIESTA MART SEAFOOD,5334 ROSS AVE,,75204,2013-12-15,94,routine
FIESTA MART TAQUERIA,5334 ROSS AVE,,75204,2013-12-15,88,routine
CVS PHARMACY,5111 GREENVILLE AVE,#140,75206,2013-12-15,100,routine
PIE FIVE PIZZA,5927 GREENVILLE AVE,,75206,2013-12-15,96,routine
PINKBERRY,5915 GREENVILLE AVE,,75206,2013-12-15,90,routine
PIZZA HUT,1916 SKILLMAN ST,,75206,2013-12-15,87,routine
SMOOTHIE FACTORY,6105 GREENVILLE AVE,,75206,2013-12-15,94,routine
TEPPO YAKITORI & SUSHI BR,2014 GREENVILLE AVE,,75206,2013-12-15,75,routine
THAI ORIENTAL FOOD STORE,5615 SEARS ST,,75206,2013-12-15,88,routine
WHATABURGER #559,6061 GREENVILLE AVE,,75206,2013-12-15,72,routine
WING STOP,6130 GREENVILLE AVE,108,75206,2013-12-15,94,routine
YUMILICIOUS,5521 GREENVILLE AVE,#111,75206,2013-12-15,90,routine
WHITE ROCK COFFEE EXPRESS,4216 ABRAMS RD,,75214,2013-12-15,91,routine
WHOLE FOOD MARKET GROCERY,2118 ABRAMS RD,,75214,2013-12-15,94,routine
ALBERTSON'S #4289 BAKERY,320 CASA LINDA PLAZA,,75218,2013-12-15,94,routine
ALBERTSON'S #4289 DELI,320 CASA LINDA PLAZA,,75218,2013-12-15,91,routine
ALBERTSON'S #4289 GROCERY,320 CASA LINDA PLAZA,,75218,2013-12-15,87,routine
ALBERTSON'S #4289 MEAT,320 CASA LINDA PLAZA,,75218,2013-12-15,91,routine
EL POLLO REGIO,11322 GARLAND RD,,75218,2013-12-15,90,routine
DON'S FOOD STORE,825 S CARROLL AVE,,75223,2013-12-15,84,routine
14028 PALETERIA Y NEVERIA,2534 ROYAL LN,#105,75229,2013-12-15,80,routine
AA SHELL,11404 N STEMMONS FRWY,,75229,2013-12-15,82,routine
GORDITAS LA MINA,11200 HARRY HINES BLVD,#E-2,75229,2013-12-15,67,routine
EL PAISA COCINA MEXICANA,3617 FOREST LN,,75234,2013-12-15,82,routine
EL POLLO REGIO,3605 FOREST LN,,75234,2013-12-15,82,routine
GOLDEN CORRAL,3312 FOREST LN,,75234,2013-12-15,94,routine
WINGSTOP,3128 FOREST LN,#251,75234,2013-12-15,84,routine
ARCODORO POMDORO RISTORANTE,100 CRESCENT CT,#140,75201,2013-12-16,75,routine
AU BON PAIN,200 CRESCENT CT,#100,75201,2013-12-16,86,routine
EXPRESS SHOP,200 CRESCENT CT,#50-B,75201,2013-12-16,97,routine
CLIFF'S BAR & GRILL,3403 MCKINNEY AVE,,75204,2013-12-16,82,routine
E-Z TRIP #15,3223 N FITZHUGH AVE,,75204,2013-12-16,85,routine
MUTT'S CANINE CANTINA,2889 CITYPLACE WEST BLVD,,75204,2013-12-16,100,routine
POPEYES,4700 ROSS AVE,,75204,2013-12-16,94,routine
SIGELS LIQUOR STORE,3209 N FITZHUGH AVE,,75204,2013-12-16,100,routine
BOWLOUNGE,167 TURTLE CREEK BLVD,#103,75207,2013-12-16,82,routine
TACO QUENTA,2324 W CLARENDON DR,,75208,2013-12-16,88,routine
MARIO'S MEXICAN & SALVADORIAN,5404 LEMMON AVE,,75209,2013-12-16,90,follow-up
HERB MART,6464 E NORTHWEST HWY,#335,75214,2013-12-16,94,routine
B H MACON ELEMENTARY,650 HOLCOMB RD,,75217,2013-12-16,100,routine
NATHANIEL HAWTHORNE ELEM,7800 UMPHRESS RD,,75217,2013-12-16,95,routine
WW SAMUELL HIGH SCHOOL,8928 PALISADES DR,,75217,2013-12-16,96,routine
CHEF HOUSE RESTAURANT,4028 CEDAR SPRINGS RD,,75219,2013-12-16,90,routine
SHINJUKU SUSHI,8204 WALNUT HILL LN SSB,#LL1,75231,2013-12-16,94,routine
AU BON PAIN - JACKSON CAFE,8198 WALNUT HILL LN,G100,75231,2013-12-16,94,routine
CAFE CAELI,8210 WALNUT HILL LN,#140,75231,2013-12-16,84,routine
LORI'S GIFTS #20,8200 WALNUT HILL LN,101B,75231,2013-12-16,97,routine
PRESBYTERIAN HOSPITAL - HAMON TOWER,8200 WALNUT HILL LN,,75231,2013-12-16,94,routine
CHICKEN N RICE,2415 W ILLINOIS AVE,,75233,2013-12-16,90,routine
DOMINO'S PIZZA #6929,2419 W ILLINOIS AVE,,75233,2013-12-16,91,routine
WHITE ROCK COFFEE,1935 MEDICAL DISTRICT DR,,75235,2013-12-16,94,routine
VICEROY CAFE,1600 VICEROY DR,,75235,2013-12-16,90,follow-up
99 CENTS ONLY,13444 PRESTON RD,,75240,2013-12-16,83,routine
PALETERIA SAN MARCOS,14203 COIT RD,#100,75240,2013-12-16,80,routine
PALETERIA Y NEVERIA LA MICHOACANA,8086 SPRING VALLEY RD,,75240,2013-12-16,87,routine
BODARD BISTRO,9780 WALNUT ST,#340,75243,2013-12-16,80,routine
D'VEGAN,9780 WALNUT ST,360E,75243,2013-12-16,84,routine
HONG KONG MARKET PLACE,9780 WALNUT ST,#360,75243,2013-12-16,94,routine
HONG KONG MARKET SEAFOOD,9780 WALNUT ST,#360,75243,2013-12-16,90,routine
HONG KONG MEAT MARKET,9780 WALNUT ST,#360,75243,2013-12-16,94,routine
LA ME RESTAURANT,9780 WALNUT ST,#140,75243,2013-12-16,87,routine
PHO 95 INC,9780 WALNUT ST,#120,75243,2013-12-16,80,routine
BOMBSHELLS,7501 N STEMMONS FRWY,#100,75247,2013-12-16,87,routine
EMPIRE CENTRAL CAFE & GRILL,8435 N STEMMONS FRWY,101,75247,2013-12-16,65,follow-up
MI TORITO BOTANAS & SANDWICHES,1220 RIVER BEND DR,#112,75247,2013-12-16,86,routine
CVS PHARMACY #6963,7102 CAMPBELL RD,,75248,2013-12-16,96,routine
HOUSE ASTORI BIRYANI,17610 MIDWAY RD,#140,75287,2013-12-16,75,routine
ALDI,3632 FRANKFORD RD,,75287,2013-12-16,93,routine
ANGELO & VITO'S PIZZERIA,4520 FRANKFORD RD,#400,75287,2013-12-16,93,routine
SUBWAY SANDWICHES,4520 FRANKFORD RD,#A-80,75287,2013-12-16,100,routine
SUSHI ROBATA,4727 FRANKFORD RD,313,75287,2013-12-16,86,routine
DALLAS PETRO CLUB,2200 ROSS AVE,3900,75201,2013-12-17,96,routine
DALLAS PETRO CLUB MAIN BAR/KITCHEN,2200 ROSS AVE,3900,75201,2013-12-17,100,routine
DALLAS PETRO CLUB MAIN KITCHEN,2200 ROSS AVE,3900,75201,2013-12-17,94,routine
DALLAS PETRO CLUB WEST,2200 ROSS AVE,3900,75201,2013-12-17,100,routine
DALLAS PETRO CLUB WEST,2200 ROSS AVE,3900,75201,2013-12-17,93,routine
EXECU STORE,2200 ROSS AVE,#200,75201,2013-12-17,100,routine
STARBUCK'S COFFEE,2200 ROSS AVE,#250,75201,2013-12-17,93,routine
7-ELEVEN,2802 N FITZHUGH AVE,,75204,2013-12-17,87,routine
HUB FOOD STORE #3,2801 N FITZHUGH AVE,,75204,2013-12-17,93,routine
MR. MESERO,4444 MCKINNEY AVE,,75205,2013-12-17,91,routine
GATEWAY NEWSTAND,1950 N STEMMONS FRWY,#1050,75207,2013-12-17,96,routine
RUNWAY CAFE,2050 N STEMMONS FRWY,14TH,75207,2013-12-17,94,routine
STARBUCKS-WORLD TRADE CENTER,2050 N STEMMONS FRWY,,75207,2013-12-17,100,routine
UNDICI'S,2050 N STEMMONS FRWY,11TH,75207,2013-12-17,93,routine
W T C SUNDRIES SHOP,2050 N STEMMONS FRWY,#154A,75207,2013-12-17,100,routine
WORLD TRADE CENTER CAFE,2050 N STEMMONS FRWY,,75207,2013-12-17,93,routine
CAFETERIA/VISTOR/PATIENT MEALS,1441 N BECKLEY AVE,FL 2,75208,2013-12-17,96,routine
ARAMARK- STARBUCKS @ METHODIST DALLAS,1441 N BECKLEY AVE,FL 2,75208,2013-12-17,95,routine
SPECIALS-KITCHEN,1441 N BECKLEY AVE,FL 2,75208,2013-12-17,100,routine
DAIRY QUEEN #13981,2127 FORT WORTH AVE,,75211,2013-12-17,94,routine
GUZMAN'S PUPUSAS & TACO SHOP,2475 S COCKRELL HILL RD,200,75211,2013-12-17,87,routine
Nylo Hotel South Side 6th Floor,1325 S LAMAR ST,,75215,2013-12-17,97,routine
NYLO HOTEL SOUTHSIDE - KITCHEN AREA 1ST FL,1325 S LAMAR ST,,75215,2013-12-17,81,routine
ELISHA PEASE ELEMENTARY,2914 CUMMINGS ST,,75216,2013-12-17,95,routine
J P STARKS ELEMENTARY SCHOOL,3033 TIPS BLVD,,75216,2013-12-17,92,routine
ROGER Q MILLS ELEMENTARY,1515 LYNN HAVEN AVE,,75216,2013-12-17,90,routine
AI SUSHI SAKE GRILL,4123 CEDAR SPRINGS RD,#102,75219,2013-12-17,79,routine
DISH,4123 CEDAR SPRINGS RD,110,75219,2013-12-17,88,routine
OAK LAWN MART,3810 CONGRESS AVE,#101,75219,2013-12-17,88,routine
STARBUCKS COFFEE #6359,4101 LEMMON AVE,#101,75219,2013-12-17,100,routine
TEJAS TACOS TEXAS ICE,1407 MEDICAL DISTRICT DR,,75220,2013-12-17,97,routine
ICON RESTAURANT & BAR,10333 TECHNOLOGY BLVD,,75220,2013-12-17,85,routine
PANDA EXPRESS,9411 WEBB CHAPEL RD,100,75220,2013-12-17,90,routine
MONKEY KING NOODLE CO,3014 MAIN ST,,75226,2013-12-17,93,routine
7-ELEVEN CONVENIENCE STORE #36002,9998 MARSH LN,,75229,2013-12-17,84,routine
HARGROVE PREP - WARMING KITCHEN,9411 HARGROVE DR,,75229,2013-12-17,100,routine
MAGIC FOOD MART,2630 WALNUT HILL LN,,75229,2013-12-17,90,routine
TACON MADRE,2780 ROYAL LN,B,75229,2013-12-17,82,routine
WHOLE FOODS MARKET-BAKERY,11700 PRESTON RD,714,75230,2013-12-17,86,routine
WHOLE FOODS MARKET-DELI,11700 PRESTON RD,714,75230,2013-12-17,82,routine
WHOLE FOODS MARKET-GROCERY,11700 PRESTON RD,714,75230,2013-12-17,86,routine
WHOLE FOODS MARKET-JUICE BAR,11700 PRESTON RD,714,75230,2013-12-17,93,routine
WHOLE FOODS MARKET-MEAT DEPT.,11700 PRESTON RD,714,75230,2013-12-17,86,routine
WHOLE FOODS MARKET-SEAFOOD,11700 PRESTON RD,714,75230,2013-12-17,94,routine
WHOLE FOODS MARKET-SUSHI,11700 PRESTON RD,714,75230,2013-12-17,93,routine
BAR LOUIE,8166 PARK LN,#C310,75231,2013-12-17,94,routine
BAR LOUIE (OUTSIDE BAR),8166 PARK LN,#C310,75231,2013-12-17,91,routine
9 ATMOSPHERES ESPRESSO,8750 N CENTRAL EXPW,,75231,2013-12-17,94,routine
LA PALOMA TAQUERIA,9661 N CENTRAL EXPW,,75231,2013-12-17,84,routine
NORTH CENTRAL SURGICAL CENTER KITCHEN,9301 N CENTRAL EXPW,100,75231,2013-12-17,94,routine
NUEVO CASITA,5807 BLACKWELL ST,,75231,2013-12-17,83,routine
COUNTRY GOLF CLUB,2200 W RED BIRD LN,,75232,2013-12-17,86,routine
OAK CLIFF COUNTRY CLUB OAK ROOM,2200 W RED BIRD LN,,75232,2013-12-17,94,routine
TAQUERIA VIDAL,8661 S HAMPTON RD,,75232,2013-12-17,84,routine
THE GOLF CLUB OF DALLAS / BAR,2200 W RED BIRD LN,,75232,2013-12-17,94,routine
BRAUM'S ICE CREAM #256,3441 FOREST LN,,75234,2013-12-17,89,routine
NORTHPOINT DELI,12005 FORD RD,#170,75234,2013-12-17,93,routine
SUMMER GLEN SENIOR LIVING,2920 FOREST LN,,75234,2013-12-17,83,routine
FRANK DOBIE ELEMENTARY,14040 ROLLING HILLS LN,,75240,2013-12-17,94,routine
SPRING VALLEY ELEM,13535 SPRING GROVE AVE,,75240,2013-12-17,94,routine
TACO BELL/LONG JOHN SILVERS #368,8407 S LANCASTER RD,,75241,2013-12-17,91,routine
TRUCK STOP MEXICAN FOOD,4411 CEDARDALE DR,#B,75241,2013-12-17,82,routine
FOREST PARK MED/COFFEE BAR,11970 N CENTRAL EXPW,110,75243,2013-12-17,97,routine
ASIAN GROCERY,9191 FOREST LN,#3,75243,2013-12-17,80,routine
FOREST PARK DR'S LOUNGE,11990 N CENTRAL EXPW,,75243,2013-12-17,97,routine
FOREST PARK MEDICAL HOSPITAL CAFETERIA,11990 N CENTRAL EXPW,,75243,2013-12-17,88,routine
KING'S X CLUB,9191 FOREST LN,,75243,2013-12-17,97,routine
LALIBELA ETHIOPIAN,9191 FOREST LN,#2,75243,2013-12-17,84,routine
ALL SAINTS CATHOLIC CHURCH,5231 MEADOWCREEK DR,,75248,2013-12-17,86,routine
PRESTONWOOD ELEMENTARY,6525 LA COSA DR,,75248,2013-12-17,94,routine
NORTHWOOD HILLS ELEM,14532 MEANDERING WAY,,75254,2013-12-17,94,routine
TAQUERIA LA SALSA VERDE (INSIDE),14225 COIT,,75254,2013-12-17,84,routine
YOGURT LAND,4520 FRANKFORD RD,#1000,75287,2013-12-17,93,routine
IRON WOK,4520 FRANKFORD RD,#100,75287,2013-12-17,78,routine
RIO'S CHICKEN AND FISH,3628 FRANKFORD RD,#265,75287,2013-12-17,91,routine
VINDU INDIAN CUISINE,4701 FRANKFORD RD,#237,75287,2013-12-17,73,routine
MEDINA OVEN & BAR,2304 VICTORY PARK LN,,75202,2013-12-18,81,routine
SPAGHETTI WAREHOUSE,1815 N MARKET ST,,75202,2013-12-18,82,routine
SPAGHETTI WAREHOUSE UPSTAIRS KITCHEN,1815 N MARKET ST,,75202,2013-12-18,84,routine
Y.O. RANCH STEAKHOUSE,702 ROSS AVE,,75202,2013-12-18,84,routine
LA ACADEMIA DE ESTRELLAS,547 E JEFFERSON BLVD,,75203,2013-12-18,94,routine
DEE LINCOLN STEAK & BURGER BAR,2626 HOWELL ST,#100,75204,2013-12-18,83,routine
HOWARD WANG'S UPTOWN,3223 LEMMON AVE,103,75204,2013-12-18,85,follow-up
SMOOTH-Z,2690 N HASKELL AVE,,75204,2013-12-18,86,routine
STARBUCKS-COLE & LEMMON,3699 MCKINNEY AVE,300-C,75204,2013-12-18,94,routine
SUBWAY SANDWICHES,3529 MCKINNEY AVE,,75204,2013-12-18,100,routine
THE LOON,3531 MCKINNEY AVE,,75204,2013-12-18,90,routine
7-ELEVEN,3702 GREENVILLE AVE,,75206,2013-12-18,90,routine
BANGKOK CITY ON GREENVILLE,4503 GREENVILLE AVE,,75206,2013-12-18,67,routine
COFFEE COMPANY INC,6038 LA VISTA DR,,75206,2013-12-18,90,routine
DALLAS BEER KITCHEN,1802 GREENVILLE AVE,#110A,75206,2013-12-18,80,routine
OZONA GRILL AND BAR,4615 GREENVILLE AVE,,75206,2013-12-18,91,routine
PARKIT MKT,4724 GREENVILLE AVE,#A,75206,2013-12-18,94,routine
SUBWAY SANDWICHES,2123 GREENVILLE AVE,,75206,2013-12-18,93,routine
"Z TO A & COMPANY, INC",5701 MCCOMMAS BLVD,,75206,2013-12-18,92,routine
METRO COST PLUS,201 CORINTH ST,,75207,2013-12-18,88,routine
RAUL'S CORRAL MEXICAN FOOD,200 CORINTH ST,101,75207,2013-12-18,81,routine
OAK CLIFF UMC CHURCH KITCHEN,547 E JEFFERSON BLVD,,75208,2013-12-18,94,routine
CITY CAFE,5757 W LOVERS LN,#103,75209,2013-12-18,82,routine
CITY CAFE TO GO,5757 W LOVERS LN,#103,75209,2013-12-18,87,routine
ROGERS ELEMENTARY SCHOOL,5314 ABRAMS RD,,75214,2013-12-18,94,routine
ST THOMAS SCHOOL,3741 ABRAMS RD,,75214,2013-12-18,94,routine
PRIME PREPARATORY ACADEMY,330 E ANN ARBOR AVE,,75216,2013-12-18,90,routine
UP N FLAMEZ,3613 RAMONA AVE,,75216,2013-12-18,84,routine
WM BROWN MILLER ELEM,3111 BONNIE VIEW RD,,75216,2013-12-18,97,routine
EBBY HOLLIDAY SCHOOL CAFETERIA,10210 TEAGARDEN RD,,75217,2013-12-18,96,routine
RICHARD LAGOW ELEMENTARY,637 EDGEWORTH DR,,75217,2013-12-18,93,routine
W A BLAIR ELEM SCHOOL,7720 GAYGLEN DR,,75217,2013-12-18,97,routine
ROBERT HILL JR HIGH,505 EASTON RD,,75218,2013-12-18,94,routine
CONFERENCE CENTER,2323 VICTORY AVE,500,75219,2013-12-18,94,routine
CRAFT-COOK HALL BAR,2440 VICTORY PARK LN,,75219,2013-12-18,89,routine
LA MADELINE FRENCH BAKERY,3906 LEMMON AVE,#110,75219,2013-12-18,81,follow-up
MURPHYS DELI,2323 VICTORY AVE,#150,75219,2013-12-18,83,routine
MT AUBURN ELEMENTARY,6012 EAST GRAND AVE,,75223,2013-12-18,90,routine
DALLAS SPEED ZONE,11130 MALIBU DR,,75229,2013-12-18,83,routine
DAN SUNG SA,11407 EMERALD ST,#121,75229,2013-12-18,81,routine
FRANKI'S,11722 MARSH LN,#202,75229,2013-12-18,92,routine
GOOD SHEPERD EPISCOPAL SCHOOL,11110 MIDWAY RD,,75229,2013-12-18,94,routine
SAN JANG,11276 HARRY HINES BLVD,#102,75229,2013-12-18,70,routine
SUBWAY SANDWICHES,3612 FOREST LN,#A,75229,2013-12-18,86,routine
TETCO #651,2358 ROYAL LN,,75229,2013-12-18,94,routine
STARBUCKS COFFEE #6721,7718 FOREST LN,,75230,2013-12-18,86,routine
STARBUCKS COFFEE #680,102 PRESTON ROYAL S/C,,75230,2013-12-18,87,routine
SUBWAY SANDWICHES,7742 FOREST LN,,75230,2013-12-18,90,routine
VEE GEE BURGER SHACK,2951 S WESTMORELAND RD,,75233,2013-12-18,81,routine
ALDI FOOD STORE #43,3128 FOREST LN,#245,75234,2013-12-18,90,routine
BURGER ISLAND,3128 FOREST LN,#228,75234,2013-12-18,82,routine
BIG LOTS #1966,3610 FOREST LN,,75234,2013-12-18,90,routine
CINEMARK 17 #1,11819 WEBB CHAPEL RD,,75234,2013-12-18,96,routine
CINEMARK IMAX,11819 WEBB CHAPEL RD,,75234,2013-12-18,97,routine
MOVIES 17 CONCESSION #2,11819 WEBB CHAPEL RD,,75234,2013-12-18,100,routine
MOVIES 17 CONCESSION #3,11819 WEBB CHAPEL RD,,75234,2013-12-18,96,routine
STARBUCKS COFFEE,3100 FOREST LN,#100,75234,2013-12-18,91,routine
STUDIO EATS RESTAURANT,11819 WEBB CHAPEL RD,,75234,2013-12-18,92,routine
HENDERSON CHICKEN,4210 W CAMP WISDOM RD,#100,75237,2013-12-18,73,routine
SUBWAY SANDWICHES,10233 E NORTHWEST HWY,#502A,75238,2013-12-18,94,routine
TONY'S PIZZA & PASTA,10233 E NORTHWEST HWY,#501,75238,2013-12-18,90,routine
IN-N-OUT BURGER #259,7909 LBJ FRWY,,75240,2013-12-18,93,routine
SNAPPY SALADS,14902 PRESTON RD,512-A,75240,2013-12-18,91,routine
EL POLLO REGIO,8136 SPRING VALLEY RD,,75240,2013-12-18,82,routine
SOONJA'S BAKERY,5441 ALPHA RD,#106,75240,2013-12-18,90,routine
RUBEN GROCERY,1207 E RED BIRD LN,,75241,2013-12-18,65,routine
LONG JOHN SILVER'S #31796,9375 FOREST LN,,75243,2013-12-18,97,routine
"KELLY'S PRIVATE CLUB, INC",9780 WALNUT ST,#280,75243,2013-12-18,94,routine
VINA TOFU,9780 WALNUT ST,#260,75243,2013-12-18,82,routine
YIN WALL CITY DALLAS,9780 WALNUT ST,#200,75243,2013-12-18,97,routine
GREEN OAKS HOSPITAL DIETARY,7808 CLODUS FIELDS DR,,75251,2013-12-18,87,routine
LA QUINTA INN LBJ,7815 LBJ FRWY,#A,75251,2013-12-18,81,routine
CARMINE'S PIZZERIA,5365 SPRING VALLEY RD,#138,75254,2013-12-18,82,routine
BOOKER T WASHINGTON SCHOOL OF VISUAL AND PERFORMING ARTS,2501 FLORA ST,,75201,2013-12-19,100,routine
PEGASUS SCHOOL,601 N AKARD ST,203,75201,2013-12-19,100,routine
JAMES BOWIE ELEM SCHOOL - KITCHEN,330 N MARSALIS AVE,,75203,2013-12-19,96,routine
MINYARD SUN FRESH MARKET MEAT/SEAFOOD,3524 MCKINNEY AVE,,75204,2013-12-19,89,routine
TOULOUSE,3314 KNOX ST,,75205,2013-12-19,86,routine
BBBOP,5323 GREENVILLE AVE,#5,75206,2013-12-19,85,routine
STONEWALL JACKSON SCHOOL,5828 E MOCKINGBIRD LN,,75206,2013-12-19,94,routine
QUICKIES,3906 MAPLE AVE,,75209,2013-12-19,94,routine
7-ELEVEN,5601 LEMMON AVE,,75209,2013-12-19,93,routine
CVS PHARMACY #7742,5659 LEMMON AVE,,75209,2013-12-19,100,routine
EL TIZONCITO III,5150 LEMMON AVE,111,75209,2013-12-19,87,routine
RACETRAC PETROLEUM #569,5151 LEMMON AVE,,75209,2013-12-19,83,routine
7-ELEVEN,3230 W DAVIS ST,,75211,2013-12-19,88,routine
LIFE SCHOOL MOUNTAIN CREEK,5525 W ILLINOIS AVE,,75211,2013-12-19,91,routine
LOYD'S OLD FASHION BURGER,5723 SINGLETON BLVD,A,75212,2013-12-19,75,routine
ZALAL,2519 N FITZHUGH AVE,,75214,2013-12-19,87,routine
ZUZU HANDMAKE MEXICAN FOOD,4140 ABRAMS RD,,75214,2013-12-19,96,routine
REILLY ELEMENTARY SCHOOL,11230 LIPPITT AVE,,75218,2013-12-19,100,routine
REINHARDT ELEMENTARY SCH,10122 LOSA DR,,75218,2013-12-19,97,routine
SANGER ELEMENTARY SCHOOL,8410 SAN LEANDRO DR,,75218,2013-12-19,100,routine
ST BERNARD SCHOOL,1420 OLD GATE LN,,75218,2013-12-19,92,routine
BELLINI'S ITALIAN CAFE,3810 CONGRESS AVE,#109,75219,2013-12-19,89,routine
BOB'S STEAK & CHOP HOUSE,4300 LEMMON AVE,,75219,2013-12-19,90,routine
KEMS RESTAURANT,4500 HARRY HINES BLVD,,75219,2013-12-19,84,routine
MARKET DINER,4434 HARRY HINES BLVD,,75219,2013-12-19,89,routine
RAINBOW ICE CREAM SHOP #1,10788 HARRY HINES BLVD,B-13,75220,2013-12-19,80,routine
RAINBOW ICE CREAM SHOP #2,10788 HARRY HINES BLVD,G-9A,75220,2013-12-19,90,routine
SUBWAY,3420 W ILLINOIS AVE,#100A,75223,2013-12-19,86,routine
FORUM AT PARK LANE,7831 PARK LN,,75225,2013-12-19,90,routine
FORUM AT PARK LANE - 1ST FLOOR,7831 PARK LN,,75225,2013-12-19,97,routine
FORUM AT PARK LANE - 3RD FLOOR,7831 PARK LN,,75225,2013-12-19,94,routine
FORUM AT PARK LANE 2ND FLOOR,7831 PARK LN,,75225,2013-12-19,100,routine
DALLAS BIBLICAL ARTS,7500 PARK LN,,75225,2013-12-19,91,routine
DALLAS WOMENS CLUB,7000 PARK LN,,75225,2013-12-19,94,routine
BURGER KING,2441 WALNUT HILL LN,,75229,2013-12-19,92,routine
EL ROLLO REGIO WALNUT HILL,2575 WALNUT HILL LN,,75229,2013-12-19,74,follow-up
TUTY FRUTY ABBY,10788 HARRY HINES BLVD,E-504,75229,2013-12-19,93,routine
BEST TACO,6769 ABRAMS RD,#B,75231,2013-12-19,80,routine
HOLA AMIGO,8484 WALNUT HILL LN,,75231,2013-12-19,91,routine
KAMIKAZE,7525 GREENVILLE AVE,,75231,2013-12-19,86,routine
SMOOTHIE FACTORY,7215 SKILLMAN ST,#322,75231,2013-12-19,94,routine
RED BIRD MART/KRISPY CRUNCH CHICKEN,3633 W LEDBETTER DR,,75233,2013-12-19,90,routine
DEL TACO,3040 W MOCKINGBIRD LN,,75235,2013-12-19,97,routine
QUIKTRIP,3230 W MOCKINGBIRD LN,,75235,2013-12-19,91,routine
